"ML#","Status","Area","List Price","Address","Unit #","Nhood/Bldg","City","Tax ID","Zip Code","County","Zoning","El School","Jr High","Sr High","Prop Type","List Type","Legal","Yr Built","Yr Built Desc","Style","# Bedrms","Garage #","Garage Desc","Parking","Roof","Lot Size","SF Total","SF Up+Mn","SF Source","Lot Desc","Lot Dimensions","# Acres","Exterior","Sellr Disc","Bsmt/Fnd","XSt/Dir","Private Remarks","Public Remarks","Public Internet Site Display","Offer/Nego","Vtour#1","Kitch","Inter","Exter","Accss","Heat","Fuel","Cool","Insul","Water","Sewer","H/Wtr","PTax/Yr","Terms","SpAsmtBal","HOA/Spc/Slp","HOA Per","Inclds","Escrow Pref","Bank Owned/REO","SAID","BRCD","Office","Office Phone","Phone Ext","Show","Agent","Agent Phone","Tran","List Date","Exp Date","Fax","Poss","Owner","Owner Phone","Hours","Tenant/Other","Tenant Phone","Pend","DOM","Close Terms","O/Price","Close Price","Close Date","BAID","B/Agt","B/Office","CDOM","Auction Y/N","No Blog","No AVM","Short Sale","Amenities Y/N","Add. Structure Y/N","Condo Y/N","Farm Y/N","Water Rights Y/N","Elem School 2","High School 2","Green/Energy YN","Owner Name 2","Floating Home Y/N","Townhouse/Planned Comm Y/N","Non-Owner Occupant Y/N","Property Tax Year","Vtour#2","Jr High School 2","Vtour #3","ADU Y/N","Manufactured Y/N","Assumable Interest Rate","Assumable Remaining Months Ending"
553498158,ACT,141,314900,5473 N Fessenden ST,,,Portland,New Construction,97203,Multnomah,,Cesar Chavez,Cesar Chavez,Roosevelt,ATTACHD,ER,Fessenden Townhomes Lot 2,2025,NEW,2STORY,2,0,", ,",,COMP,"0-2,999SF",809,809,Plans,LEVEL,,,FIBRCEM,EXEMPT,,"Portsmouth/ Columbia Blvd to Portsmouth, S to Fessenden St., Rt on Fessenden.",HOME IS ARMED WITH SECURITY SYSTEM. PRESS 1019 ENTER AND "ARM AWAY" TO DISABLE. CALL CONTRACTOR RICK CAFFALL 503-577-6970 WITH ANY ISSUES. PLEASE RESET UPON EXIT.New tax ID R27670-0100.  Listing broker Daniel Silvey is acting managing member of selling entity. Please contact co-list Steve Yurecko with any questions. Caffall Construction Company is the General Contractor on the development.,"Sustainably-Built New Construction Townhome Across from Northgate Park — No HOA. Be the first to own this sustainably-built new construction townhome, ideally located adjacent to Northgate Park. Home is situated on its own lot with no HOA, offering true fee-simple ownership. This 2-bedroom, 1.5-bathroom home is thoughtfully designed with high-end finishes throughout, including quartz countertops, tile backsplashes, and stainless-steel appliances. Enjoy the benefits of spacious outdoor living with a spacious, private fenced backyard — perfect for entertaining, gardening, or simply unwinding in your own oasis. Built to Earth Advantage Platinum standards, this home delivers exceptional energy efficiency and sustainable design.Special Pricing Note: The listed price is available to buyers who qualify for Portland's SDC waiver program (household income of $140,280 or less and owner-occupancy required). Buyers who do not qualify will pay an additional $25,000. Don’t miss this opportunity to own a modern, eco-conscious home in a prime North Portland location.",Y,CALL-SA,,"BI-MICO, DISHWAS, DISPOSL, FS-RANG, QUARTZ","QUARTZ, LVP",PATIO,,MINISPT,ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,ELECT,558.33,"CASH, CONV, FHA, VA",,,,,Ticor Title - Ashley Melton,N,SILVEYDA,KRER01,Knipe Realty ERA Powered,503-445-7660,,"RMLSLBX, VACANT, SEERMKS, SHWTIME, ALIGNED",Daniel Silvey,503-201-8537,8/7/2025 12:22:16 PM,2025-07-07,,503-445-7665,,DBS Group LLC,,,,,,,,,,,,,,,N,,,N,N,N,N,N,N,,,N,,N,N,N,,,,,N,N,,
559666296,ACT,141,390000,7557 N GILBERT AVE,,,Portland,R723145,97203,Multnomah,,James John,George,Roosevelt,CONDO,ER,"GILBERT AVENUE CONDOMINIUM, UNIT 1",2024,RESALE,"TOWNHSE, MODERN",2,0,", ,",,COMP,,1008,1008,RMLS,LEVEL,,,"LAP, FIBRCEM",DSCLOSUR,,"Right on Gilbert, home is on the left","Home is occupied, use Aligned Showings to book and text listing agent directly to confirm at 503-869-1974.  HOA is still finalizing the details of the building, so not all information is available at this time.","Stunning modern design and style found inside this front corner location condo in the popular St. Johns neighborhood.  This property features a custom kitchen with slab quartz counters, tiled backsplash, built-in appliances and a free-standing electric range.  The property boasts an open floor plan with plenty of natural light coming through the expansive windows and high ceilings.Custom built-ins and an additional storage compartment have been added under the staircase to enhance the storage capabilities of this home.  The primary bathroom features luxurious green tile and a quartz counter for added elegance.  The light wood grain luxury vinyl plank flooring throughout the home is both very durable and easy to clean.The AC is ducted into all the rooms, making the home very comfortable during these warm summer months.  The enhanced heat pump/mini split HVAC system will save you money by decreasing energy costs without sacrificing comfort.  Your fenced in private side yard provides the perfect amount of space for a BBQ when entertaining friends.  The property location is very convenient, with an amazing 95 bike score and only 0.2 miles away from the nearest New Seasons grocery store.  This makes grocery shopping a breeze!",Y,SA-ONLY,https://www.youtube.com/embed/8zojaIwkUV8?si=Ln5H8yCJsebATSU,"BI-MICO, DISHWAS, FS-RANG, FS-REFR, SSAPPL","WASHDRY, HI-CEIL, QUARTZ, LVP","COVPATI, FENCED, PATIO, YARD",GRNDLVL,"HT-PUMP, MINISPT",ELECT,"HT-PUMP, MINISPT",,PUBLICWTR,PUBLICSWR,ELECT,4146.56,"CASH, CONV, FHA, VA",,,150/MO,,Fidelity - Kim White,N,PFEIFD,PPGR01,"Premiere Property Group, LLC",503-670-9000,,"OCCUPD, TEXT-SA, ALIGNED",Dustin Pfeif,503-869-1974,6/18/2025 2:26:40 PM,2025-06-18,,,CLOSING,Scott Anderson,,,,,,,,,,,,,,,N,Y,Y,N,N,N,Y,N,N,,,N,,N,N,N,2024,,,,N,N,,
569239016,ACT,141,647500,8115 N IVANHOE ST,,ST JOHNS,Portland,R681895,97203,Multnomah,,James John,George,Roosevelt,DETACHD,ER,"PARTITION PLAT 2017-15, LOT 2",2019,RESALE,MODERN,4,1,"ATTACHD, ,",,COMP,"0-2,999SF",2220,1590,Tax Rec,LEVEL,,0.06,FIBRCEM,DSCLOSUR,,Heart of ST JOHNS! N Richmond Ave and N Ivanhoe St.,Text or call Annie 503-705-2361 and then show. All appliances included. Lockbox across from front door on front porch.,"Exceptional home with income generating ADU in the heart of St Johns. Quality construction with modern upgrades, this 3 bedroom 2 and 1/2 bath home also offers a permitted separate 1 bedroom, 1 bathroom apartment style additional dwelling unit or 2nd residence; Perfect opportunity for rental income or comfortable guest quarter flexibility. Thoughtfully designed open living / great room centered around a high end kitchen with stainless and gas appliances. Upstairs, you'll find generously sized bedrooms with ample storage and sleek modern bathrooms. Fenced private backyard with a low maintenance deck. In the center of St Johns, with a walk and bike score of 94, blocks to McMenamins, pubs, grocery, dining, shops, farmer's market and all your essential needs. Unbeatable value with excellent income history from Airbnb and Furnished Finder plus appraised value of 730K as of June 2022. Location, value and income possibility - Don't miss this rare opportunity!",Y,CALL-SA,,"BI-MICO, BI-RANG, DISHWAS, GASAPPL, BI-OVEN, FS-REFR, SSAPPL, QUARTZ","TILE-FL, WASHDRY, WW-CARP, SEPLVQT, QUARTZ, LVP","DECK, FENCED",,MINISPT,ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,GAS,8743.66,"CASH, CONV, FHA, VA",,,,,Lawyers Karen Blair,N,ANNES,ELRE02,Eleete Real Estate,503-292-1500,,"VACANT, SEERMKS, TEXT-SA",Anne Smith,503-705-2361,8/22/2025 7:49:30 PM,2025-08-08,,,,ALEXANDER FUNICELLO,503-705-2361,,,,,,,,,,,,,,N,,,N,N,Y,N,N,N,,,Y,,N,N,N,2024,,,,Y,N,,
570099206,ACT,141,325000,8028 N Lombard WAY,,,Portland,R127185,97203,Multnomah,CM2,James John,George,Roosevelt,MIX-USE,EA,"CAPLES ADD, BLOCK 2, LOT 8-10",,,,,,", ,",,,"5K-6,999SF",,,,,,0.12,,DSCLOSUR,,Lombard St south on Mowhawk,"Seller financing available. Buyer to do due diligence on potential uses. For an idea of what could be possible on this lot shape, take a look at the Seven Corners building at 1949 SE Division that has same CM2 zoning.","Heart of super lively and vibrant commercial area of St Johns! Located just off the main drag, this corner property is ripe to be developed into the next hot location. A food cart pod could serve as instant cash flow while planning a larger scale development. Directly adjacent to highly trafficked business, such as Mosaic Taphouse, Ace Hardware, McMenamins St Johns Pub, Grocery Outlet, Safeway, theatres, botiques, and more.  CM2 zoning.",Y,CALL-SA,,,,,,,,,,,,,1855.23,"CASH, OWNCRRY",,,,,"Kimberly Allen, First American",N,STROMNAT,LIKE01,Like Kind Realty,503-351-3568,,"VACANT, ALIGNED",Natalie Strom,503-453-6014,8/14/2025 9:27:59 AM,2025-02-28,,,,Richlin L Anderson TR,,,,,,,,,,,,,,,N,N,N,N,,,,,,,,,Tina M Anderson TR,,,,2024,,,,,,,
577378998,ACT,141,749000,7939 N DANA AVE,,,Portland,R292472,97203,Multnomah,R2.5,Astor,Astor,Roosevelt,DETACHD,ER,"UNIVERSITY PK, BLOCK 126, LOT 12&13",1903,REMOD,"TRAD, CRAFTSM",3,0,", ,",,COMP,"5K-6,999SF",2339,1839,PMaps,LEVEL,,0.12,WOODSID,DSCLOSUR,,N Willis Blvd L on N Woolsey L on N Kilpatrick R N Dana Ave,AGENTS PLEASE READ: OREF only please. Please review all attached documents including SPD & LBP and please include them with your offer. Escrow has been opened with Stephanie at TICOR. Please honor TeamStephanie@ticortitle.com Lockbox is on the back porch - use aligned for showings to get the code.,"Welcome to the home that’s here to steal your heart and brighten your day! This fully reimagined Craftsman beauty isn’t just remodeled—it’s been lovingly transformed into a playful, light-filled retreat that radiates joy. Every inch is brand new and brimming with style, from the soaring vaulted ceilings to the stunning stained-glass window that catches the sun just right. Inside, you’ll find quartz surfaces throughout the entire home, bringing a touch of modern elegance to every space. Step into the kitchen and discover a chef’s dream: endless storage, a spacious walk-in pantry with built-in shelving, and a versatile floating island that can easily tuck against the wall when needed. Sleek black stainless steel appliances pair beautifully with the oversized farmhouse sink.Both bathrooms are designed to impress with custom tile work and cabinets and gorgeous quartz finishes, blending durability with high-end style.Out back, enjoy a charming yard complete with a porch swing! The property sits on a double lot that is fully buildable—use it for RV or boat parking, extra storage, or build another home for investment or multi-generational living. The moody purple front door sets the tone—bold, creative, and unmistakably Portland. This is a home designed for smiles, plants, and good vibes. And let’s talk location: you’re just minutes from Columbia Park, Overlook Park, splash pads, tennis courts,  pickleball, baseball, Adidas HQ, University of Portland, and an endless lineup of restaurants and local favorites. This rare Portland gem won’t last—come see it and fall in love!",Y,CALL-SA,https://youriguide.com/7939_n_dana_ave_portland_or/,"BI-MICO, BI-REFR, DISHWAS, ISLAND, TILE, PLB-ICE, SSAPPL, QUARTZ, POTFIL","LAUNDRY, VAULTED, WASHDRY, WW-CARP, HI-CEIL, QUARTZ, LVP","COVPATI, GARDEN, PORCH, RV-PRKNG, TL-SHED, YARD, RV/BTSTRG, COVDECK",,HT-PUMP,"ELECT, GAS",HT-PUMP,,PUBLICWTR,PUBLICSWR,GAS,4433.37,"CASH, CONV, FHA, VA",,,,,Stephanie McCleery - TICOR,N,COLESJES,MRER01,MORE Realty,503-353-6673,,"VACANT, TEXT-SA, ALIGNED",Jessica Coles,541-350-3561,8/25/2025 5:40:47 PM,2025-08-25,,503-444-9008,CLOSING,MILLER CANHAM HOUSING SOLUTIONS LLC,,,,,,,,,,,,,,,N,N,N,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
581557918,ACT,141,361050,9511 N IVANHOE ST,,,Portland,R264181,97203,Multnomah,,Sitton,George,Roosevelt,DETACHD,ER,"ST JOHNS PK ADD, BLOCK 4, NWLY 40' OF LOT 23",1905,APPROX,"COTTAGE, 2STORY",3,0,", ,",,COMP,"3K-4,999SF",1296,648,public,,,0.09,ALUM,EXEMPT,,"Highway 30, Left to Ivanhoe","Broker registration and a valid HUD NAID are required to submit offers. To place an offer and view bid deadlines, visit https://www.hudhomestore.gov/propertydetails?caseNumber=431-747682 . The property is being sold in ""As Is"" condition; the seller and its representatives make no warranties or representations and will not perform any repairs or renegotiate accepted offers. Only the winning bidder will be notified. Any buyer-requested seller-paid items, including seller standard closing costs such as escrow and title insurance fees, must be included in the offer as specific dollar amounts.","Welcome to a cozy home in the heart of St. Johns, Portland. This lovingly home welcomes you with  an inviting front porch—perfect for morning coffee or evening chats. Private backyard with space for gardening, or hosting BBQs and gatherings. Versatile bonus room for hobbies, storage, or a home office.",Y,SELLER,,,"HARDWOD, LAUNDRY, WW-CARP","FENCED, PORCH, TL-SHED, YARD",,BASEBRD,ELECT,NONE,,PUBLICWTR,PUBLICSWR,ELECT,2818.96,"CASH, CONV, FHA, VA",,,,,Buyer's Choice,Y,PHAMJASM,TRUS01,HomeTrust Real Estate,503-810-9689,,"RMLSLBX, VACANT, ALIGNED",Jasmine Pham,503-810-9689,8/13/2025 11:51:50 AM,2025-06-28,,866-893-3332,,Secretary of HUD,,,,,,,,,,,,,,,N,Y,,N,,,,,,,,,,,,,2024,,,,,,,
592500691,ACT,141,362500,8637 N WILLAMETTE BLVD,,,Portland,R251298,97203,Multnomah,,James John,George,Roosevelt,ATTACHD,ER,"RACHEL'S COURT, LOT 4",2002,RESALE,"ROW, 2STORY",2,0,", ,",,COMP,"0-2,999SF",1209,1209,Prev List,LEVEL,15 X 100,0.03,VINYLSID,DSCLOSUR,,Corner of N Willamette and N Pittsburgh,Buyer may receive thousands in savings if they use seller's preferred lender Anthony Loders - 503-944-9968. Please honor escrow. All sq/ft approx buyer to do DD. Listing info deemed reliable but not guaranteed. Seller contributions via OREF 048 negotiable,"Fantastic rowhouse in heart of hot St Johns. Blocks to Cathedral park, St. Johns Twin Cinema, Pastifico d'Oro, St Johns Pub, Safeway & Starbucks. Wood lam floor, newer interior paint and roof, vaults & skylight. Covered front porch, and patio & off-street parking. No HOA & low taxes. Property now vacant, go and show",Y,CALL-SA,https://my.matterport.com/show/?m=W35sZEC69zM,"BI-RANG, DISHWAS, DISPOSL, RNGHOOD","CEILFAN, LAUNDRY, SKYLITE, VAULTED, WW-CARP, LAM-FL","FENCED, PATIO, PORCH, YARD","BINLITE, NATLITE",FOR-AIR,GAS,NONE,,PUBLICWTR,PUBLICSWR,"GAS, TANK",3708.02,"CASH, CONV, FHA, VA",,,,,WFG - William Hornbeck,N,HALLTH,MAPS01,Paris Group Realty LLC,503-998-4878,,"CALL-SA, OCCUPD",Thomas Hall,971-409-5926,8/10/2025 1:00:43 PM,2025-07-09,,503-335-7755,CLOSING,"KONSTERLIE, AMY",,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
593279686,ACT,141,449000,9432 N VAN HOUTEN AVE,,,Portland,R611449,97203,Multnomah,,Cesar Chavez,Cesar Chavez,Roosevelt,DETACHD,ER,"COLLEGE PL, BLOCK 10, W 1/2 OF LOT 37&38",2010,RESALE,TRAD,3,1,"ATTACHD, ,",,COMP,"0-2,999SF",1445,1445,Tax,LEVEL,,0.06,"STONE, FIBRCEM",DSCLOSUR,,Fessenden and Van Houten,Please schedule in Showingtime. Post/Sign not yet placed,"Discover this beautifully maintained 3-bedroom, 2.5-bath home just one block from the serene Northgate Park in the Portsmouth neighborhood. Built in 2010 and offering 1,445 square feet of comfortable living space, this modern stunner combines charm, functionality, and location. Features hardwood floors downstairs in the living room, kitchen areas and new carpet upstairs in the bedrooms. Master bedroom has vaulted ceiling with en-suite bathroom and walk in closet. Kitchen has granite counter tops with a generous undermounted sink. Glass slider off of the dining area leads to your side yard with patio, perfect for summer BBQs or cozy year-round gatherings. Minutes from the vibrant St. Johns district and the iconic St. Johns Bridge, you will have amazing access to everything Portland has to offer!Don’t miss your chance to own this inviting, move-in-ready home in one of North Portland’s most desirable neighborhoods!",Y,CALL-SA,,"DISHWAS, DISPOSL, FS-RANG, FS-REFR","CEILFAN, HARDWOD, GRANITE","FENCED, PATIO, PORCH",,FOR-AIR,GAS,,,PUBLICWTR,PUBLICSWR,,6665.05,"CASH, CONV, FHA, VA",,,,,Georgina Perkins - Fidelity,N,CROYALEX,KRER01,Knipe Realty ERA Powered,503-445-7660,,"APTONLY, SHWTIME",Alexander Croy,503-890-1119,8/25/2025 4:05:02 PM,2025-08-20,,503-445-7665,,JANETTE M KIEHN LIV TR,,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
593314400,ACT,141,545000,8408 N LOMBARD ST,,,Portland,R232271,97203,Multnomah,CM2,,,,COMM,ER,"P T SMITHS ADD, BLOCK 3, SELY 1/2 OF LOT 7",1922,EXISTNG,,,,", ,",,,"0-2,999SF",,,,,,0.06,,,,N John Ave,,"8408-8410 N Lombard Street is a fully leased investment opportunity in the heart of St. Johns, one of Portland’s most vibrant neighborhoods. Anchored by a locally owned tattoo studio and a vegan restaurant, this property embodies the creative and eclectic spirit of the community. A unique chance to own a character-rich asset with built-in appeal.",Y,CALL-SA,,,,,,OTHER,OTHER,,,PUBLICWTR,PUBLICSWR,,1562.51,"CALL-SA, CASH",,,,,,N,FEZLERJO,APXR01,Apex Residential,503-595-2840,,EMAILSA,Jordan Fezler,503-313-8149,4/14/2025 4:45:28 PM,2025-04-09,,503-595-2669,,LOMBARDY LLC,,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,2024,,,,,,,
595643941,ACT,141,419900,4841 N Butler ST,,University Park,Portland,New Construction,97203,Multnomah,,Astor,Astor,Roosevelt,DETACHD,ER,TBD,2025,NEW,"CONTEMP, COTTAGE",2,0,", ,",,COMP,"0-2,999SF",1050,1050,Plans,LEVEL,,,FIBRCEM,EXEMPT,,Corner of N Fiske and Butler in University Park!,"Text LA/CoLA then Show, no need to confirm. LBX at front porch of 7131 N Fiske Ave. Feel free to visit the model unit at 7137 N Fiske. Taxes + Legal TBD. Subject to the final recording of the land division. Please use New Construction OREF Forms.  Send offers to info@toodb.com. *Sales price is subject to buyer SDC approval. Non-SDC Waiver eligible Buyer is a $30k increase from advertised listing price. SDC waiver eligibility is primarily based on the buyer's income being equal to or less than the MFI of $124,100 year per family of 1-4 people.* Buyer may receive savings with sellers preferred lender when purchasing this listing. See attached PDF and contact LA for more info. Seller does not authorize 1 day codes to unattended contractors. See attached Inspection Promo flyer for special rates.","Hello, Future Homeowner — I’m Your Light-Filled Cottage in University Park. Welcome! I’ve been patiently waiting for someone like you to step through my door and feel right at home. I’m a two-bedroom, two-and-a-half-bath contemporary cottage nestled in Portland’s charming University Park neighborhood, and I’m full of thoughtful details designed to make your life both beautiful and easy. My large picture windows and high ceilings let in an abundance of natural light, creating a bright, open feeling that lifts your spirits every day. I’m proud of my great room floor plan—it allows you to cook, dine, relax, and entertain all in one connected space. Step into my gourmet kitchen and you’ll find everything you need: stainless steel appliances, solid surface countertops, custom cabinetry, and a peninsula island with an eating bar for casual mornings. Don’t forget to admire the designer light fixtures and tile backsplash—I like to think I’ve got a bit of style. Upstairs, I’ll spoil you with a serene primary suite and private ensuite bath. You’ll also find a second bedroom and full bath, perfect for guests or a home office, plus a tucked-away laundry station to keep things running smoothly. Outside, my yard is gracious and inviting—a quiet retreat for coffee, gardening, or simply enjoying the fresh air. And my neighborhood? University Park is one of Portland’s hidden gems, filled with tree-lined streets, welcoming neighbors, and the vibrant energy of the nearby University of Portland. Stroll to parks, grab coffee at a local café, or hop on transit for a quick trip into the city. My listing price is subject to my future owner qualifying for the Portland Housing Bureau’s SDC Program (my people are experts so feel free to ask). I’m more than just a house—I’m ready to be your home. Come see me soon.",Y,SA-ONLY,https://youtu.be/Ujpvz5Ca7-s?feature=shared,"BI-MICO, DISHWAS, TILE, PLB-ICE, FS-RANG, SSAPPL, SOLIDCNTR","LAUNDRY, HI-CEIL","FENCED, YARD",,MINISPT,ELECT,MINISPT,,PUBLICWTR,PUBLICSWR,ELECT,0,"CASH, CONV, FHA, VA",,,,,,N,BODLEDAR,KWPP01,Keller Williams Realty Portland Premiere,503-597-2444,,"RMLSLBX, VACANT, SEERMKS, TEXT-SA, TXT-COSA",Darryl Bodle,503-709-4632,8/11/2025 2:42:54 PM,2025-06-05,,503-597-5010,CLOSING,in listing office,,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,N,,N,N,N,,,,,N,N,,
604084854,ACT,141,498000,7439 N HURON AVE,,UNIVERSITY PARK,Portland,R271624,97203,Multnomah,,Astor,Astor,Roosevelt,DETACHD,ER,"SMITHSON LAND COS ADD, BLOCK 2, LOT 27&30",1906,RESALE,"BUNGALO, CRAFTSM",2,0,", ,",,COMP,"5K-6,999SF",1812,1112,pdxmaps,LEVEL,,0.12,ASBESTS,DSCLOSUR,,N. Lombard to Huron,"Use Aligned Showings. Home is occupied. Please use OREF forms. Escrow with Charissa Cooley, Chicago Title. Don't let the cats out! Motivated seller is downsizing.","NEW PRICE! Open Sat 1-3, Sun 12-2. Welcome to this beautifully updated home in the heart of University Park! Step onto the classic front porch and into a spacious, open floor plan featuring tall ceilings and original refinished wood floors. The main floor offers two comfortable bedrooms and a fully remodeled full bathroom. Bright, airy living and dining area flows into the kitchen, complete with a breakfast nook, prep space and updated appliances. The kitchen opens to a large back deck and fenced yard. Downstairs, the finished basement offers a versatile bonus room ideal for a third bedroom, home office, or media room, plus a dedicated storage area. Fresh interior paint, updated plumbing, central air conditioning, and a convenient main floor laundry room. Located near the University of Portland, local parks, and popular restaurants, this home is the perfect blend of charm, comfort, and location — with room to grow!",Y,SA-ONLY,,"DISHWAS, FS-RANG, FS-REFR","HARDWOD, HI-CEIL","DECK, FENCED, PORCH",,FOR-AIR,GAS,CENTAIR,,PUBLICWTR,PUBLICSWR,GAS,4663.48,"CASH, CONV",,,,,"Chicago, Charissa Cooley",N,MAIDAMIC,JLSP50,John L. Scott Portland Central,503-230-8600,,"APTONLY, BWO-PET, OCCUPD, RMLSLBX, ALIGNED",Michelle Maida,503-703-1896,7/24/2025 11:06:37 AM,2025-06-05,,503-230-8650,CLOSING,"JAMES, CAROL C",,,,,,,,,,,,,,,N,Y,Y,N,N,N,N,N,N,,,Y,,N,N,N,2024,,,,N,N,,
625414946,ACT,141,419100,7225 N LOMBARD ST,,,Portland,R263721,97203,Multnomah,CN1,,,,LIV-WRK,ER,"ST CLOUD HTS ADD, BLOCK E, LOT 23&24",1923,,,,4,", ,",,,"3K-4,999SF",,,,,,,,,,N Burr Ave to N Lombard St,"Offers: Include Seller agents - Stephen FitzMaurice, Jennifer Tangvald. Fastest response to your questions, Email us please. Seller is open to buyer concessions with a good offer. Buyer to verify sq. ft.","Remodeled Live / Work Bungalow. Fantastic location close to St. Johns downtown and across from popular food carts. Parking in front and along a long driveway with detached garage. Charming front porch. New luxury vinyl flooring, freshly painted interior, and new fixtures. Updated electrical and windows. Remodeled kitchen and bath. Light and bright living room with fireplace. Kitchen with nook and exterior access to back covered porch. Two bedrooms, full bath on main. Unfinished basement down. New ring doorbell and backdoor security light. Duct work cleaned. Flexible CM1 zoning. Ready to move in! Click the virtual tour link for a 3D home tour and floorplan.",Y,CALL-SA,https://www.zillow.com/view-imx/8bf699b6-3ba3-4dfd-891d-0110b01b383f?setAttribution=mls&wl=true&initialViewType=pano&utm_source=dashboard,,,,,FOR-AIR,GAS,,,PUBLICWTR,PUBLICSWR,,3840.74,"CASH, CONV, FHA, VA",,,,,Kim White - Fidelity,N,FITZMAUR,EXPL01,"eXp Realty, LLC",888-814-9613,,"VACANT, ALIGNED",Stephen FitzMaurice,971-803-1590,8/13/2025 2:41:55 PM,2025-08-07,,541-883-2207,,TERESA FELIU,,,,,,,,,,,,,,,N,,,N,,,,,,,,,,,,,,https://my.matterport.com/show/?m=Bp4mMP1jSJ4,,https://realestateagentpdx.house/7225-n-lombard-st-virtual-tour-mls/,,,,
649376243,ACT,141,529900,8325 N NEWMAN AVE,,PORTSMOUTH,Portland,R574177,97203,Multnomah,R5,Astor,Astor,Roosevelt,DETACHD,ER,"GARDEN PK, BLOCK 1, LOT 26&27",1948,RESALE,"BUNGALO, 2STORY",3,0,", ,",,COMP,"5K-6,999SF",2003,1249,Trio,"LEVEL, PRIVATE, SECLDED, TREES, SEASONL",,0.12,CEDAR,DSCLOSUR,,"North on Lombard, right on Newman","Please use Aligned for showings. Door code is inside lockbox, please use it again when leaving and turn the knob.OREF Forms for Offers.","Welcome to this warm and inviting 3-bedroom, 1.5-bath home offering 2,003 square feet of well-designed living space across two levels. Hardwood floors run throughout, enhancing the home’s natural charm and elegance. The upper-level features two comfortable bedrooms, a dedicated home office, and a full bath—ideal for work-from-home living or creative pursuits. On the main level, you’ll find a third bedroom and a convenient half bath, along with a spacious living room and a dining area that opens through French doors to a generous back deck.Step outside and be transported into a gardener’s paradise. The beautiful and natural backyard features a wide array of edible and ornamental plantings, including Italian plum, Black Mission fig, Concord grapes, blueberries, huckleberries, salal berries, and an English walnut tree. A variety of perennial herbs—mint, thyme, oregano, sage, and chives—are well-established alongside native landscaping and thriving vegetable garden beds. The finished part of the basement offers a cozy family room with a fireplace, plenty of storage space, and a convenient laundry area—perfect for everyday functionality. Whether you're drawn to the thoughtful layout, natural light, or the outdoor oasis just beyond the deck, this home offers comfort, charm, and connection to nature in every corner.",Y,SA-ONLY,https://www.zillow.com/view-imx/736e1ecc-7878-4c6a-9e37-80a66c1e3fdc?setAttribution=mls&wl=true&initialViewType=pano&utm_source=dashboard,"DISHWAS, GASAPPL, FS-REFR, SSAPPL, FSGASSTV","HARDWOD, WASHDRY, HI-CEIL, HISPEED, VNYL-FL","DECK, FENCED, GARDEN, TL-SHED, YARD, COVDECK, RAISDBD","MINSTEP, MNBDBTH",FOR-AIR,GAS,,,PUBLICWTR,PUBLICSWR,"ELECT, TANK",3720.88,"CASH, CONV, FHA, VA",,,,,First American - Thuy Nguyen,N,PLCRUZ,EQTY15,RE/MAX Equity Group,503-287-8989,,"APTONLY, SEERMKS, ALIGNED",Pedro Cruz,503-703-0028,8/19/2025 7:26:27 PM,2025-07-31,,503-284-1618,CLOSING,"AHLQUIST, STEPHEN",,,,,,,,,,,,,,,N,,,N,,,,,,,,,Cedar Levine,,,,2024,,,,,,,
