List Price,Address,,,City,Tax ID,,,,,,,,,,Yr Built,,,,,,,,,SF Total,SF Up+Mn,SF Source,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,O/Price,Close Price,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280000,9828 N IVANHOE ST,,,Portland,R227336,,,,,,,,,,1908,,,,,,,,,2676,1338,Countuy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
469900,7534 N CENTRAL ST,,,Portland,R146494,,,,,,,,,,1924,,,,,,,,,1691,1031,county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469900,522000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410000,8704 N WOOLSEY AVE,,,Portland,R603087,,,,,,,,,,1954,,,,,,,,,956,956,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,419900,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
519000,6930 N MCKENNA AVE,,,Portland,R248319,,,,,,,,,,1962,,,,,,,,,1780,1180,Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
489900,9748 N HODGE AVE,,,Portland,R297736,,,,,,,,,,2022,,,,,,,,,1631,1631,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489900,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,9034 N PORTSMOUTH AVE,,,Portland,R248578,,,,,,,,,,1942,,,,,,,,,983,983,Tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463000,415000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,6275 N MEARS ST,,,Portland,R151199,,,,,,,,,,1909,,,,,,,,,1520,760,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,405900,405000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389000,9041 N BAYARD AVE,,,Portland,R241907,,,,,,,,,,1908,,,,,,,,,1448,956,Seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,389000,382000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535000,9136 N HODGE AVE,,,Portland,R305495,,,,,,,,,,1951,,,,,,,,,2144,1344,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535000,555000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499900,6917 N PRINCETON ST,,,Portland,R272816,,,,,,,,,,1910,,,,,,,,,2068,1184,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,499900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445000,7442 N MACRUM AVE,,,Portland,R227601,,,,,,,,,,1965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539500,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,8422 N WILLAMETTE BLVD,,,Portland,R192092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,320000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829950,6704 N KNOWLES AVE,,,Portland,R667365,,,,,,,,,,2022,,,,,,,,,2012,2012,builder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895000,824950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419900,9542 N MOHAWK AVE,,,Portland,R112090,,,,,,,,,,1972,,,,,,,,,1008,1008,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,459900,410000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,8967 N WALL AVE,,,Portland,R226349,,,,,,,,,,1955,,,,,,,,,936,936,PTLMPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515000,9428 N HAVEN AVE,,,Portland,R547593,,,,,,,,,,2006,,,,,,,,,1818,1818,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559900,9476 N ALLEGHENY AVE,,,Portland,R245371,,,,,,,,,,1927,,,,,,,,,3129,1927,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599000,559900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380000,7036 N LEONARD ST,,,Portland,R263695,,,,,,,,,,1949,,,,,,,,,890,890,rmls,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,410000,390000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,7540 N JERSEY ST,,,Portland,R264066,,,,,,,,,,1929,,,,,,,,,2460,1530,COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545000,475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,9745 N Hodge ST,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,1577,1577,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524900,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760000,4713 N WILLAMETTE BLVD,,,Portland,R137150,,,,,,,,,,1942,,,,,,,,,2782,1815,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,800000,715000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625000,9226 N SYRACUSE ST,,,Portland,R666491,,,,,,,,,,2015,,,,,,,,,2120,2120,Title Co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,699900,625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549000,7920 N WABASH AVE,,,Portland,R183278,,,,,,,,,,1996,,,,,,,,,1314,1314,appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549000,549000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325000,6706 N RICHMOND AVE,,,Portland,R121166,,,,,,,,,,1995,,,,,,,,,1147,1147,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335000,325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
500000,8236 N WOOLSEY AVE,,,Portland,R292501,,,,,,,,,,1927,,,,,,,,,1472,736,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500000,490000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456000,8260 N WAYLAND AVE,,,Portland,R292604,,,,,,,,,,1943,,,,,,,,,1331,1331,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580000,435232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449000,8739 N CALVERT AVE,,,Portland,R534088,,,,,,,,,,2004,,,,,,,,,1483,1483,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000,439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599995,8567 N MOHAWK AVE,,,Portland,R245305,,,,,,,,,,1948,,,,,,,,,2400,1008,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615000,545000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,9115 N SMITH ST,,,Portland,R228741,,,,,,,,,,1919,,,,,,,,,1712,884,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,439900,405000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269900,6914 N PHILADELPHIA AVE,,,Portland,R624233,,,,,,,,,,1970,,,,,,,,,690,690,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,285000,270000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529900,8450 N SEWARD AVE,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,1545,1545,BLD PLNS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539900,527000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424900,7307 N VILLARD AVE,,,Portland,R106988,,,,,,,,,,1925,,,,,,,,,1572,786,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,436000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397777,9927 N DECATUR ST,,,Portland,R531023,,,,,,,,,,2005,,,,,,,,,1458,1339,floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,397777,397777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315000,9454 N Tyler ST,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,633,633,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,339999,317300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599999,9558 N ALLEGHENY AVE,,,Portland,R314676,,,,,,,,,,1922,,,,,,,,,2763,2000,Tax record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,665000,590000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384000,9544 N LEONARD ST,,,Portland,R264111,,,,,,,,,,1954,,,,,,,,,720,720,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,385000,384000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550000,9035 N CLARENDON AVE,,,Portland,R137268,,,,,,,,,,1941,,,,,,,,,2449,1497,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,610000,562500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380000,8343 N JOHNSWOOD DR,,,Portland,R499881,,,,,,,,,,2004,,,,,,,,,1160,1160,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599000,7703 N WOOLSEY AVE,,,Portland,R292450,,,,,,,,,,1939,,,,,,,,,1608,1100,Tax Report,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,628600,600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
479900,9325 N CHICAGO AVE,,,Portland,R252596,,,,,,,,,,1943,,,,,,,,,964,964,CO & Sllr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,455900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799000,5816 N OBERLIN ST,,,Portland,R248187,,,,,,,,,,1898,,,,,,,,,2936,2312,county,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,799000,799000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429000,6975 N KNOWLES AVE,,,Portland,R106772,,,,,,,,,,1930,,,,,,,,,1528,1036,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,429000,452000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315000,9446 N Tyler ST,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,633,633,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315000,310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325000,8363 N HENDRICKS ST,,,Portland,R499815,,,,,,,,,,2002,,,,,,,,,1160,1160,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325000,280000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400000,6902 N POLK AVE,,,Portland,R100011,,,,,,,,,,1922,,,,,,,,,1387,894,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400000,403000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439000,3318 N TERRY ST,,,Portland,R297234,,,,,,,,,,1923,,,,,,,,,1375,925,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,439000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,8619 N HARTMAN ST,,,Portland,R228867,,,,,,,,,,1914,,,,,,,,,1160,840,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425000,418000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569900,4832 N HUNT ST,,,Portland,R600890,,,,,,,,,,2009,,,,,,,,,2056,2056,COUNTY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900,568100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647500,9380 N MOHAWK AVE,,,Portland,R245338,,,,,,,,,,2022,,,,,,,,,2090,1619,PLANS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,669000,647500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,9738 N Hodge AVE,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,1577,1577,plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,470000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,5120 N FESSENDEN ST,,,Portland,R137337,,,,,,,,,,1964,,,,,,,,,1106,1106,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349900,7476 N Oswego AVE,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,920,920,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379900,365000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254500,7575 N OLIN AVE,,,Portland,R704688,,,,,,,,,,2020,,,,,,,,,1128,1128,Appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254500,254500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874000,7132 N PORTSMOUTH AVE,,,Portland,"R291801, R291802",,,,,,,,,,1925,,,,,,,,,2122,1394,verify,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899950,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572500,7329 N JORDAN AVE,,,Portland,R271682,,,,,,,,,,1980,,,,,,,,,1298,1298,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,590000,572500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
485000,9233 N FAIRHAVEN AVE,,,Portland,R151710,,,,,,,,,,1955,,,,,,,,,961,961,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485000,495000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825000,7126 N TYLER AVE,,,Portland,R263924,,,,,,,,,,1904,,,,,,,,,2826,1943,tax,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,825000,825000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399900,8712 N DECATUR ST,,,Portland,R598340,,,,,,,,,,2007,,,,,,,,,1213,1213,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399900,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342500,9406 N SYRACUSE ST,,,Portland,R296888,,,,,,,,,,1942,,,,,,,,,1706,906,trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342500,340000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775000,7057 N DWIGHT AVE,,,Portland,R307644,,,,,,,,,,1945,,,,,,,,,2810,1781,flrplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779000,760000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399999,7109 N SEDRO ST,,,Portland,R151631,,,,,,,,,,1973,,,,,,,,,960,960,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,450000,399000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349000,5229 N FESSENDEN ST,,,Portland,R137476,,,,,,,,,,1953,,,,,,,,,816,816,tax full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000,335000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,8623 N CURTIS AVE,,,Portland,R241799,,,,,,,,,,1914,,,,,,,,,2468,1748,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
544900,9522 N EXETER AVE,,,Portland,R137460,,,,,,,,,,2014,,,,,,,,,1860,1860,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559900,531000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449999,8571 N HAMLIN AVE,,,Portland,R241729,,,,,,,,,,2022,,,,,,,,,1545,1545,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,559900,456000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675000,6298 N CECELIA ST,,,Portland,R151226,,,,,,,,,,1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250000,676000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425000,6823 N POWERS ST,,,Portland,R151478,,,,,,,,,,1998,,,,,,,,,1418,1418,County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,437500,430000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
498000,8005 N FOSS AVE,,,Portland,R561449,,,,,,,,,,2006,,,,,,,,,1420,1420,appraisal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525000,480000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585000,8317 N SMITH ST,,,Portland,R174163,,,,,,,,,,1914,,,,,,,,,2181,1392,Prof Meas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,599900,565000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499999,8561 N HAMLIN AVE,,,Portland,R709853,,,,,,,,,,2022,,,,,,,,,1545,1545,Owner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,539900,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499800,8520 N JOHN AVE,,,Portland,R191612,,,,,,,,,,1927,,,,,,,,,1080,1080,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,499900,475000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449900,3636 N HALLECK ST,,,Portland,R125179,,,,,,,,,,1951,,,,,,,,,966,966,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,509000,437000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
495000,9223 N FAIRHAVEN AVE,,,Portland,R151709,,,,,,,,,,1955,,,,,,,,,961,961,title co,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495000,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,10140 N POLK AVE,,,Portland,R314686,,,,,,,,,,1970,,,,,,,,,980,980,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,405000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574900,2843 N HALLECK ST,,,Portland,R697878,,,,,,,,,,2020,,,,,,,,,1864,1864,FLRPLN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574900,565000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579900,9057 N Mohawk AVE,,,Portland,Not Found,,,,,,,,,,2022,,,,,,,,,1876,1876,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579900,579900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525000,9423 N DECATUR ST,,,Portland,R125052,,,,,,,,,,1997,,,,,,,,,1710,1542,RMLS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,579900,510000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399000,7461 N WESTANNA AVE,,,Portland,R227608,,,,,,,,,,1915,,,,,,,,,1701,1092,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,400000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350000,5259 N BOWDOIN ST,,,Portland,R291763,,,,,,,,,,1944,,,,,,,,,1896,1247,Trio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350000,359106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430000,10202 N BUCHANAN AVE,,,Portland,R178861,,,,,,,,,,1958,,,,,,,,,1292,1292,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000,435000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
599900,6225 N AMHERST ST,,,Portland,R239020,,,,,,,,,,1999,,,,,,,,,1416,1416,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625000,580000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354900,8524 N DRUID AVE,,,Portland,R248993,,,,,,,,,,1981,,,,,,,,,1448,1448,Seller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375000,325000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725000,7444 N FISKE AVE,,,Portland,R287776,,,,,,,,,,1923,,,,,,,,,2856,1660,Floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725000,725000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250000,8712 N DECATUR ST,,,Portland,R598329,,,,,,,,,,2007,,,,,,,,,675,675,Tax Record,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250000,250000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624900,7406 N SEWARD AVE,,,Portland,R220011,,,,,,,,,,1940,,,,,,,,,2819,1738,Floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624900,625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695000,4719 N WILLAMETTE BLVD,,,Portland,R137147,,,,,,,,,,1958,,,,,,,,,2818,1424,Floorplan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775000,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625000,7806 N JERSEY ST,,,Portland,R263977,,,,,,,,,,1909,,,,,,,,,2674,1774,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,649900,625000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499900,8944 N KIMBALL AVE,,,Portland,R226360,,,,,,,,,,1924,,,,,,,,,1726,1006,Pmaps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,519900,515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424000,6974 N KNOWLES AVE,,,Portland,R106756,,,,,,,,,,1925,,,,,,,,,2392,1432,PDX Maps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469000,412500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
475000,9005 N EDISON ST,,,Portland,R191893,,,,,,,,,,1919,,,,,,,,,1604,835,tax rcrd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475000,495000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375000,7128 N KNOWLES AVE,,,Portland,R106866,,,,,,,,,,1921,,,,,,,,,1196,668,TRIO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,399000,380000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549900,4502 N AMHERST ST,,,Portland,R307613,,,,,,,,,,1945,,,,,,,,,2201,1401,Tax Full,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,574900,530000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550000,8112 N DRUID AVE,,,Portland,R248997,,,,,,,,,,1904,,,,,,,,,2039,1347,Floor plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,560000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
499000,9131 N WESTANNA CT,,,Portland,R175025,,,,,,,,,,1964,,,,,,,,,1350,1350,TAX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,550000,500000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379500,9648 N WOOLSEY AVE,,,Portland,R573395,,,,,,,,,,2008,,,,,,,,,964,964,Floor Plan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,379500,370000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749900,7919 N DANA AVE,,,Portland,R292474,,,,,,,,,,2022,,,,,,,,,2167,1175,Plans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,749900,680000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
